B11,B12,B2,B3,B4,B8,NDBI,NDVI,NDWI,texture,class
3732.0,2917.0,1645.0,1791.0,1921.0,3099.0,0.09266579,0.23466136,-0.26748466,17864.67318,3
2535.5,1752.0,1611.0,1782.5,1799.666667,3444.0,-0.15193579,0.31358466,-0.31789917,103246.2717,0
3017.0,2045.0,1579.0,1875.0,1834.0,4232.0,-0.16760932,0.39531818,-0.38595054,133811.9991,0
5824.5,5232.5,2854.0,3348.0,3870.0,4324.0,0.14785436,0.055406395,-0.12721585,31031.13325,5
3334.5,2917.5,1733.0,1921.0,1890.5,3012.0,0.05081541,0.22876084,-0.22116359,90375.44401,3
4526.166667,3673.0,1849.0,2123.333333,2410.0,3827.5,0.083635926,0.22725451,-0.28637445,12264.36198,2
3205.0,3000.0,2202.0,2252.0,2458.0,2552.0,0.11342713,0.018762475,-0.06244796,8012.469184,5
3332.0,3289.5,2053.0,2194.0,2225.0,2645.0,0.114940606,0.0862423,-0.09320107,85095.42622,3
3884.5,3360.5,2599.0,2807.0,2983.0,3192.0,0.097859114,0.033846155,-0.064177364,13984.43576,5
5724.0,5026.0,3054.0,3436.0,3872.0,4156.0,0.15870446,0.035376184,-0.09483667,24992.98264,5
2811.0,1966.0,1424.0,1614.0,1602.0,3326.0,-0.08391722,0.34983766,-0.3465587,60845.47352,0
1197.0,1149.5,1704.5,1893.0,1691.0,1387.5,-0.073708646,-0.09858698,0.15409236,154.0703125,1
3765.0,3136.0,1806.0,2044.0,2298.0,3004.0,0.112424284,0.1331573,-0.19017433,10990.5026,3
1252.0,1191.0,1878.0,2074.0,1482.0,1313.0,-0.023781676,-0.060465116,0.22468261,124.0607639,1
1354.0,1232.0,1456.0,1481.0,1429.0,1428.0,-0.02659957,-0.00035,0.01821932,3244.049479,1
2862.5,1994.5,1356.5,1533.0,1442.5,3482.0,-0.09764363,0.41415372,-0.3886341,11440.2053,0
5862.5,4769.5,3122.0,3616.0,4084.0,4684.0,0.111743234,0.068430655,-0.1286747,33229.7105,5
3794.5,3221.5,1785.5,2063.5,2305.0,3115.2,0.09831107,0.14947788,-0.20308186,29311.86719,2
3678.0,3275.0,2135.0,2357.0,2587.0,2852.0,0.12649311,0.048722193,-0.095027834,5240.756076,5
2594.25,1798.666667,1622.5,1926.25,1750.2,4320.0,-0.24959323,0.42334685,-0.38322994,57339.36285,0
5018.0,4448.5,2769.0,3188.0,3613.0,4110.5,0.099413924,0.0644138,-0.12639584,46666.37543,5
1196.0,1141.5,1717.5,1943.0,1660.5,1414.0,-0.083524905,-0.08017564,0.15758118,82.82335069,1
3222.0,3127.0,2556.0,2754.0,2726.0,2847.0,0.061789423,0.021711824,-0.016604178,88958.5803,3
3777.0,3030.0,1748.75,2026.666667,2324.0,3717.0,0.008006405,0.23059095,-0.29429516,40214.17752,2
1160.0,1136.0,1431.0,1534.0,1333.0,1222.0,-0.026028547,-0.043444227,0.11320755,193.4592014,1
4536.0,4632.5,3559.0,3618.0,3560.0,3409.0,0.14185022,-0.021667384,0.029742422,142196.2908,3
1315.0,1224.0,1550.0,1642.0,1503.0,1426.0,-0.04049617,-0.026288835,0.07040417,37414.11458,1
3541.0,2817.5,1825.0,1986.0,1984.0,3034.0,0.07711027,0.20924671,-0.20876494,26035.2934,3
1193.0,1149.0,1732.0,1994.0,1707.5,1394.0,-0.077696174,-0.10108012,0.17709564,63.38194444,1
5848.5,5204.5,2851.0,3367.0,3893.0,4326.5,0.14958231,0.052740436,-0.12471567,25882.68446,5
4640.0,3757.0,2468.0,2820.0,3184.0,3477.0,0.14327954,0.04398739,-0.1043354,38831.29861,5
4250.2,3229.5,1804.25,2058.0,2424.0,3821.333333,0.053133234,0.2237404,-0.29992062,67419.39974,2
2693.0,2583.0,2036.0,2166.0,2260.0,2302.0,0.07827828,0.009206489,-0.030438675,25589.93316,3
4520.0,4144.0,2535.0,2787.0,3152.0,3423.0,0.13810903,0.04121673,-0.10241546,11878.72352,5
2995.0,2682.5,1948.0,2112.0,2142.0,2954.0,0.006891915,0.15934066,-0.16620608,73305.01823,3
2579.5,2593.0,2095.0,2200.0,2246.0,2278.0,0.062068965,0.007073387,-0.01741849,30467.32118,4
3072.0,2173.0,1460.5,1648.5,1692.0,3400.0,-0.05067985,0.33542812,-0.34693474,16589.17144,0
3383.0,3294.0,2256.0,2388.0,2504.0,2692.0,0.113744855,0.036181677,-0.05984252,4279.450521,5
3820.0,2905.5,1849.0,1984.0,2029.0,2788.0,0.15617433,0.15756695,-0.16848281,21914.80252,3
1301.0,1207.0,1562.0,1650.0,1516.0,1445.0,-0.052439913,-0.023978386,0.06623586,21538.78429,1
2894.5,2815.0,1971.0,2086.0,2221.0,2361.0,0.1015127,0.030554343,-0.061839443,18555.55469,4
3864.5,2838.0,1654.0,1922.5,2038.0,3964.0,-0.01270997,0.32089305,-0.3468105,43717.69488,2
2981.0,2679.0,1848.0,1991.0,2009.0,2756.0,0.039219104,0.1567681,-0.16115442,60318.56293,3
4071.714286,3462.0,1801.5,2132.5,2438.0,3436.8,0.08455925,0.17001429,-0.2341946,25331.35634,2
3116.0,2675.0,1972.0,2166.0,2346.0,2976.0,0.022980958,0.11837655,-0.15752625,41292.05599,3
2994.5,2618.5,2150.0,2209.0,2346.5,2518.0,0.08643991,0.03525542,-0.06536916,15928.3967,4
3755.0,3196.0,2230.0,2532.0,2736.0,3006.0,0.11078243,0.047021944,-0.08559047,16918.36589,5
3802.5,2933.0,1767.0,1970.0,2057.0,3176.5,0.08969767,0.21391039,-0.23443116,33413.3928,3
1296.0,1232.0,1573.5,1641.5,1467.0,1409.5,-0.04195158,-0.01998957,0.07604064,138.3359375,1
3934.5,3995.5,2487.0,2574.0,2634.0,2707.0,0.18482271,0.013667853,-0.025184624,226544.1337,3
3851.0,2924.666667,1656.0,1872.5,1932.0,3930.0,-0.010152937,0.3408393,-0.35458854,70953.29861,2
2599.333333,1793.0,1492.0,1659.333333,1622.0,3296.0,-0.11817256,0.34038228,-0.33028388,56106.74566,0
3441.0,3258.0,2400.0,2538.0,2752.0,2978.0,0.072129615,0.039441537,-0.07976795,7239.269965,5
3609.0,2738.0,2004.0,2002.0,2010.0,2533.0,0.17518723,0.11512217,-0.11708931,5996.516927,3
3714.5,2853.5,1774.0,1890.0,2048.0,3014.5,0.104027346,0.19091357,-0.22927924,24991.92708,3
4451.0,4691.0,3820.0,4056.0,4172.0,4017.0,0.051251773,-0.01892783,0.004830918,151373.7782,3
5284.5,4263.0,2865.0,3286.0,3750.0,4200.0,0.114344455,0.056603774,-0.12209458,41815.46745,5
1332.0,1229.0,1502.0,1578.0,1476.0,1378.0,-0.01697417,-0.03433777,0.067659,57963.7947,1
4159.25,3475.25,1779.2,2103.133333,2377.2,3366.0,0.10541178,0.17216882,-0.230908,13267.24392,2
4377.0,3720.5,2544.0,2923.0,3239.0,3432.5,0.12094244,0.029003972,-0.08016679,96531.9553,5
2639.5,1791.5,1385.0,1640.5,1441.5,3828.5,-0.18382807,0.45294118,-0.40007314,14384.6901,0
1204.5,1154.5,1649.5,1872.0,1581.5,1307.0,-0.040812265,-0.09503202,0.17772885,158.7204861,1
4762.0,3984.0,2489.0,2854.0,3232.0,3612.0,0.13732983,0.055523086,-0.11722858,51084.30729,5
2311.666667,1626.0,1395.5,1516.333333,1460.0,3061.333333,-0.13952479,0.3541728,-0.3375082,15603.3572,0
3427.0,2642.0,1586.0,1832.0,1968.5,3785.0,-0.04963949,0.31572086,-0.3476945,15235.94922,2
5288.0,4549.0,2709.0,3204.0,3714.0,4204.5,0.114142746,0.06194355,-0.13504758,27513.9388,5
4307.0,3510.75,1892.25,2250.0,2562.5,3827.0,0.059011556,0.19790281,-0.25950304,6639.546441,2
3477.333333,2684.25,1656.25,1896.0,1962.5,3881.333333,-0.05490125,0.32835183,-0.34364182,25104.98438,2
1210.5,1157.5,1726.0,1869.0,1677.0,1391.0,-0.06938305,-0.09322034,0.14662577,114.2699653,1
2559.0,1715.0,1412.0,1576.5,1426.5,3667.0,-0.17796338,0.43987435,-0.39868408,11290.57422,0
1887.0,2014.0,1654.0,1690.0,1732.0,1748.0,0.03823934,0.004597701,-0.016870273,1509.864149,4
5084.666667,4086.5,2042.0,2331.0,2674.0,4150.0,0.10121282,0.21629542,-0.28066656,6637.421441,2
2671.0,1845.0,1444.0,1698.0,1562.0,3898.0,-0.18678643,0.42783883,-0.39313796,17395.0217,0
3054.25,2338.5,1698.5,1925.0,2085.0,3764.666667,-0.10418322,0.28713888,-0.3233347,51726.60113,2
3540.0,2980.0,1746.5,1960.5,2180.0,3578.0,-0.005338579,0.24279264,-0.29204658,16551.66493,2
6132.5,5797.0,2798.0,3554.0,4380.0,5020.0,0.09975342,0.068085104,-0.17098203,11464.04036,5
4948.0,4770.5,2781.0,3163.0,3635.0,4075.0,0.09675274,0.057068743,-0.12600166,31370.88889,5
2604.0,1806.0,1432.0,1744.0,1596.0,3796.0,-0.18625,0.40801188,-0.37039712,47643.66276,0
1173.0,1144.5,1628.5,1863.0,1526.0,1238.0,-0.026959768,-0.10419682,0.20154789,101.6844618,1
4045.0,3433.0,2596.0,3028.0,3358.0,3724.0,0.04131806,0.051680315,-0.10308057,119067.2726,5
3914.714286,3285.0,1833.0,2096.6,2370.0,3578.0,0.044938892,0.20309348,-0.26105806,19762.51563,2
4558.5,4252.5,2612.0,3011.0,3376.0,3652.0,0.110407405,0.039271485,-0.09620291,48121.75304,5
1288.0,1212.0,1844.0,2070.0,1457.0,1317.0,-0.011132438,-0.05046864,0.22232063,271.6549479,1
3804.25,3503.25,2735.0,2413.0,2319.0,3424.0,0.052606095,0.19240814,-0.17320542,63545.97483,3
1252.0,1189.0,1936.0,2098.0,1509.0,1283.0,-0.012228797,-0.08094556,0.24105294,109.3611111,1
2481.0,2233.5,1817.0,1845.0,1818.0,1956.0,0.11832319,0.036565978,-0.029202841,108537.3533,3
3249.0,3150.0,2316.0,2460.0,2688.0,3078.0,0.027027028,0.067637876,-0.111592636,46205.20052,3
4134.0,3360.0,2432.0,2664.0,2982.0,3294.0,0.11308562,0.049713194,-0.10574018,68498.53168,5
2974.0,2842.0,2284.0,2350.0,2446.0,2697.0,0.048845,0.0488042,-0.06875371,42418.00781,3
2418.5,1690.5,1398.5,1588.5,1501.833333,3348.8,-0.16130598,0.38076815,-0.3565309,46232.57248,0
3413.5,2566.0,1603.0,1883.0,1852.0,3831.0,-0.057629928,0.34823155,-0.34091705,28787.17188,2
3891.0,3207.8,1718.0,1941.333333,2179.0,3379.0,0.07042641,0.215905,-0.27022117,5912.267361,2
4189.0,3621.5,2312.0,2560.0,2871.0,3315.5,0.11639683,0.071849994,-0.1285848,18488.13108,5
2545.0,1755.0,1382.0,1532.0,1432.0,3439.0,-0.1493984,0.41203037,-0.38362503,29241.51693,0
3346.0,2202.0,1672.0,1960.0,2050.0,3858.0,-0.071071625,0.3060257,-0.32622895,46047.9566,0
4066.333333,3394.75,1834.0,2158.0,2346.0,3876.0,0.02396441,0.24590164,-0.2847199,49811.13064,2
2535.5,1844.75,1401.0,1490.5,1494.25,3291.0,-0.12966618,0.37547672,-0.37655547,20606.85547,0
1164.0,1123.0,1596.0,1848.0,1464.0,1228.0,-0.026755853,-0.08766716,0.20156047,102.0516493,1
5950.0,5535.5,3214.0,3710.0,4270.0,4696.0,0.11779072,0.047512826,-0.117297165,29560.32465,5
3859.0,3199.5,1860.5,2043.0,2257.0,3401.0,0.0630854,0.20219159,-0.24944894,14090.05642,5
4445.5,3900.0,2551.0,2882.0,3236.0,3606.5,0.10419772,0.054146875,-0.11165909,26827.02387,5
3417.333333,2969.0,1698.0,2014.0,2292.666667,3820.5,-0.055702675,0.24992503,-0.30962378,51896.79905,2
2671.0,1823.0,1484.0,1730.0,1630.0,4169.0,-0.21900585,0.4378341,-0.4134599,83488.36285,0
1204.0,1155.0,1686.0,1882.0,1682.0,1383.0,-0.06919211,-0.097553015,0.15283307,145.1063368,1
6372.0,6320.0,4074.0,4704.0,5324.0,5704.0,0.05531633,0.034457743,-0.09607994,42594.98177,5
3230.0,2877.0,2156.0,2280.0,2464.0,2654.0,0.09789259,0.037123878,-0.07580057,41098.33073,5
3593.0,3479.5,2295.0,2522.0,2706.0,3097.5,0.07406023,0.06745929,-0.10241125,25389.64193,3
4027.0,3394.0,1925.0,2132.0,2384.0,3352.0,0.09147581,0.16875872,-0.22246535,13734.64844,5
2815.5,1929.5,1452.0,1668.25,1511.0,3576.4,-0.11904129,0.40598342,-0.3638279,27771.79861,0
5394.0,4749.0,2628.0,2980.0,3448.0,3941.0,0.15565078,0.0667208,-0.13885276,27325.11849,5
3642.0,2720.0,1998.0,2005.0,1990.0,2712.0,0.1463645,0.15355168,-0.1498834,21937.73915,3
2708.0,1812.5,1420.0,1644.0,1472.5,3703.5,-0.15526788,0.43102783,-0.38513324,13625.15755,0
2644.0,1755.0,1443.857143,1673.666667,1523.5,3679.75,-0.1637873,0.41440445,-0.37472954,55195.07943,0
3932.5,3480.5,2252.0,2520.0,2812.0,3126.5,0.114180475,0.0529595,-0.10741167,32647.51476,5
1346.5,1256.0,1447.0,1479.0,1337.5,1350.5,-0.00148313,0.00483631,0.045414384,93621.44575,1
3375.5,2817.0,1611.0,1850.0,1859.5,3703.5,-0.04633423,0.33147582,-0.3337535,25337.99566,2
3047.0,2084.0,1600.166667,1850.5,1779.5,3920.833333,-0.12540962,0.37565055,-0.35872704,38673.07769,0
2480.0,1855.0,1359.25,1499.25,1484.0,2969.0,-0.08974124,0.33348304,-0.3289319,15452.99045,0
1172.0,1127.5,1570.0,1816.0,1504.5,1236.5,-0.026780153,-0.097774535,0.18984438,120.7296007,1
2624.0,1777.0,1387.0,1598.5,1466.5,3525.0,-0.14652789,0.41240108,-0.3760125,13522.49306,0
2478.5,2404.5,1903.0,1917.0,2013.5,2142.0,0.072827615,0.030922873,-0.05543237,78385.6645,3
3699.0,2758.0,1937.0,1990.0,2074.0,2578.0,0.1785885,0.1083405,-0.12872154,13783.7921,3
3752.0,2832.0,1954.0,2028.0,2024.0,2869.0,0.13336354,0.17269568,-0.1717378,43337.46615,3
3542.0,2653.0,1998.5,2006.0,1965.5,2501.0,0.17226543,0.11989253,-0.10982916,4103.800347,3
4889.0,3883.0,2164.0,2512.0,2995.333333,4184.0,0.07770307,0.16556783,-0.24970132,49379.63585,2
4575.5,3850.0,1903.75,2233.0,2569.0,3619.5,0.1166565,0.16975035,-0.2369073,4179.06033,2
2698.0,1873.0,1541.0,1791.0,1691.5,3770.0,-0.16573903,0.3805731,-0.35587126,69768.57639,0
3619.0,3011.0,1731.5,1994.0,2256.0,3822.0,-0.027281279,0.25765055,-0.31430537,9535.998264,2
2153.0,2407.0,1607.5,1623.0,1652.0,1723.0,0.110939115,0.021037037,-0.029886432,2954.950521,4
3500.0,2582.0,1947.5,1949.5,1977.5,2429.0,0.18063754,0.10246227,-0.10951239,25691.06207,3
3134.0,2824.0,1988.0,2160.0,2208.0,3132.0,0.000319,0.17303371,-0.18367347,33195.55686,3
3443.0,3120.0,2388.0,2548.0,2712.0,2919.0,0.08236404,0.03676079,-0.06786171,3939.800347,5
4907.0,4075.0,1778.5,2116.5,2640.0,3946.0,0.10855077,0.19829942,-0.3017732,1076.472222,2
3787.0,2920.0,1724.0,1858.0,1911.0,3157.0,0.09072581,0.24585636,-0.25902292,36397.28733,3
4675.5,4166.5,2773.0,3089.0,3382.0,3732.5,0.11215509,0.049265586,-0.09433409,18890.24826,5
3795.0,2868.0,1966.0,2050.0,2214.0,2820.0,0.14739229,0.12038141,-0.15811089,36974.99262,3
1164.0,1130.5,1608.0,1837.0,1503.5,1231.0,-0.027974948,-0.09965259,0.19752282,124.1458333,1
3904.5,3295.5,2448.0,2725.0,3015.0,3362.5,0.07458373,0.054488435,-0.10472279,50514.37674,5
2582.0,2091.0,1739.0,1970.0,1880.0,3114.0,-0.09339888,0.24709651,-0.22501966,31825.35243,3
1287.5,1213.0,1566.5,1619.5,1496.0,1396.0,-0.04043227,-0.03457815,0.074117064,175.2335069,1
4357.0,4036.0,2578.0,2798.0,3068.0,3376.0,0.12685892,0.0477964,-0.0936184,8014.286458,5
1200.5,1141.5,1595.0,1810.5,1482.0,1257.0,-0.022990845,-0.08214677,0.1804401,365.0056424,1
3998.0,3341.0,2555.0,2851.0,3211.0,3542.0,0.060477454,0.049015254,-0.10808697,103937.0894,5
3686.0,3094.5,2481.0,2714.0,3032.0,3269.5,0.05988067,0.03768944,-0.09283864,115470.1159,5
5535.0,4872.0,2716.0,3150.0,3700.0,4175.0,0.1400618,0.06031746,-0.13993174,51677.22396,5
3190.0,2965.0,2298.0,2346.0,2388.0,2392.0,0.1429595,0.000837,-0.009708738,167653.9761,3
1190.0,1145.0,1739.5,1995.0,1702.0,1387.0,-0.07644548,-0.10197475,0.17977528,64.06467014,1
4795.0,4200.5,2666.0,3071.0,3433.0,3971.0,0.09399954,0.07266343,-0.1278046,43084.60243,5
4070.0,3383.125,1796.0,2154.0,2484.4,3605.5,0.06051723,0.18409169,-0.2520184,10608.02821,2
2662.5,1846.0,1567.0,1714.5,1617.5,3223.0,-0.09523405,0.33168063,-0.30551898,64089.7296,0
1267.0,1196.0,1596.0,1783.0,1620.0,1377.0,-0.041603632,-0.08108108,0.12848102,153.4422743,1
4938.5,4389.0,2710.0,3118.0,3654.0,4098.0,0.09301168,0.05727554,-0.13580932,62884.07986,5
3098.5,2268.5,1432.0,1585.5,1658.0,3286.0,-0.029368,0.32928804,-0.34907112,11044.81771,0
4158.5,3552.5,1883.0,2170.333333,2490.0,3667.0,0.062807485,0.19116452,-0.2563956,20259.83811,2
2960.0,2754.0,2004.0,2260.0,2462.0,2560.0,0.072463766,0.019514138,-0.062240664,53175.19835,4
3888.0,2984.0,1982.5,2074.0,2175.0,2886.5,0.1478338,0.14057098,-0.16379397,46851.82205,3
4992.0,4477.0,2672.0,3004.0,3436.0,3818.0,0.13325766,0.0526606,-0.11931985,44969.81554,5
4284.5,3615.0,1954.5,2232.0,2360.0,3522.0,0.09767502,0.19755185,-0.22419186,36626.30078,5
2437.5,1774.5,1351.0,1506.5,1499.0,3138.666667,-0.1257435,0.35355422,-0.3513688,6699.749566,0
1250.5,1187.0,1474.0,1469.0,1338.5,1300.0,-0.01940796,-0.014591624,0.061032865,184.2304688,1
1184.0,1134.0,1632.0,1844.0,1586.0,1279.0,-0.038570847,-0.10715532,0.18091579,676.2309028,1
4666.5,4324.0,2715.0,3046.0,3450.0,3835.0,0.09780627,0.052848317,-0.11466356,44772.75781,5
3735.0,2858.0,1592.0,1755.333333,2006.666667,3582.3,0.020868354,0.28191856,-0.3422803,45060.31163,0
4715.5,4223.0,2682.0,3004.0,3317.0,3690.0,0.12200345,0.053232484,-0.10247983,22045.7947,5
1195.0,1154.0,1412.0,1552.0,1317.0,1285.0,-0.03629032,-0.012298232,0.0941135,320.0460069,1
6077.0,5818.0,2790.0,3512.0,4356.0,5076.0,0.08975164,0.07633588,-0.18211457,6225.303385,5
1672.0,1477.0,1626.0,1820.0,1660.0,1493.0,0.056556083,-0.05296543,0.09870208,138730.4631,1
1731.0,1781.0,1696.0,1727.0,1704.0,1604.0,0.03808096,-0.030229745,0.03692585,5322.971354,4
4904.0,3782.0,1890.0,2140.0,2435.0,4002.666667,0.10119761,0.24351473,-0.30323422,4585.194444,2
6679.0,6343.0,2948.0,3770.0,4804.0,5532.0,0.0939317,0.07043344,-0.18942162,1591.667101,5
5779.0,4763.0,3071.0,3540.0,4131.0,4548.0,0.11920209,0.04804701,-0.12462908,10657.26563,5
2528.0,1714.0,1348.0,1558.0,1401.0,3664.0,-0.18346253,0.4467917,-0.40329376,16896.12153,0
1169.0,1123.0,1561.0,1799.0,1463.0,1205.0,-0.015164279,-0.09670165,0.19773635,128.2534722,1
3201.0,3063.5,1946.0,2121.0,2226.0,2838.0,0.06010929,0.12085308,-0.1445856,58583.53342,3
3707.5,2803.0,1868.0,1984.0,2020.5,2790.0,0.14120816,0.15996258,-0.16883117,10647.04557,3
3122.0,2893.0,2576.0,2808.0,2904.0,2974.0,0.024278216,0.011908812,-0.02870979,166134.1363,3
4446.0,3983.0,2426.0,2670.0,3044.0,3382.0,0.13592233,0.05259882,-0.11764706,19965.18099,5
3653.0,3134.0,1991.0,2294.0,2530.0,3602.0,0.007029635,0.17482062,-0.22184531,54513.18186,3
3671.5,3245.5,1881.0,2116.0,2330.0,3221.0,0.0653609,0.16051161,-0.20704515,25053.69444,3
3718.0,3145.0,1759.5,2057.0,2313.0,3987.0,-0.034912396,0.2657143,-0.31932494,18444.80208,2
4550.0,4116.5,2823.0,3049.0,3338.0,3733.0,0.09863576,0.055861972,-0.1008552,51499.04644,5
1213.5,1152.0,1763.5,1948.0,1683.0,1385.0,-0.06599961,-0.097131684,0.1689169,69.33940972,1
4086.166667,3441.1,1975.833333,2382.5,2772.5,3561.0,0.068674676,0.12449672,-0.19828384,11934.48394,2
1767.0,1796.0,1650.0,1688.0,1702.0,1678.0,0.025834544,-0.007100592,0.002970885,5101.476128,4
3292.0,3089.0,1786.0,1966.0,2018.0,2812.0,0.07863696,0.16438924,-0.17706153,34155.92187,3
1186.0,1150.0,1378.0,1530.0,1306.0,1269.0,-0.033808555,-0.014368932,0.093247585,181.3563368,1
3876.0,3112.0,1820.8,2134.666667,2354.0,3463.0,0.056274697,0.1906481,-0.23730126,36463.90972,2
6749.5,6219.5,3441.0,4025.0,4700.0,5466.0,0.105071425,0.075349204,-0.15182805,52857.81597,5
2707.0,2368.0,1912.0,2050.0,2136.0,2650.0,0.010640284,0.10739657,-0.12765957,9643.003472,3
4713.0,3834.0,2104.0,2458.0,2950.666667,3929.0,0.09071974,0.1422065,-0.23031157,13567.10417,2
4685.0,4054.0,2674.0,2930.0,3264.0,3642.0,0.1252552,0.054735012,-0.10833841,23654.46484,5
3989.0,3353.0,2067.333333,2438.0,2841.666667,3820.5,0.021576285,0.14692417,-0.22089958,24095.87804,2
2419.5,1752.0,1315.75,1422.0,1386.4,2890.0,-0.08861475,0.35160416,-0.34044528,15948.09983,0
2428.0,1779.0,1361.0,1482.0,1404.0,3392.0,-0.16563573,0.4145121,-0.39187527,16782.21354,0
3033.0,2929.0,1985.5,2015.5,2176.0,2518.0,0.092776075,0.07285897,-0.11084151,17699.1276,3
3450.0,2942.0,1723.0,2010.0,2219.333333,3788.0,-0.04669798,0.2611253,-0.30665746,22954.6671,2
4548.0,3876.5,1901.5,2233.4,2566.0,3668.0,0.10710808,0.17677253,-0.24309486,7351.844618,2
3334.5,2807.25,1693.0,1924.0,2118.5,3452.0,-0.017313784,0.23938605,-0.28422618,20595.65582,2
1203.0,1140.0,1544.0,1773.0,1435.0,1253.0,-0.020358305,-0.067708336,0.17184402,878.719184,1
3176.5,2432.0,1640.25,1940.5,2098.666667,3956.0,-0.10928847,0.30676064,-0.34181294,67771.09766,2
3174.0,2845.0,2102.0,2360.0,2474.0,3182.0,-0.001258653,0.1251768,-0.14832191,38241.48872,3
5054.0,4172.0,1866.5,2206.5,2668.0,3945.333333,0.12319431,0.19314516,-0.28265285,4224.597222,2
4139.5,3866.5,2548.0,2729.0,2925.0,3155.0,0.1349647,0.03782895,-0.07239973,53236.11545,5
3548.0,2956.0,1761.0,1962.0,2094.0,2766.0,0.12385176,0.1382716,-0.17005076,11166.22352,5
3959.333333,3336.0,1856.5,2250.0,2567.333333,3545.0,0.055212542,0.15994982,-0.22346851,20407.4566,2
4382.666667,3481.857143,1894.833333,2293.0,2522.5,4026.0,0.042416554,0.22959456,-0.27425227,10446.3941,2
1266.0,1212.0,1551.5,1590.5,1450.0,1362.5,-0.036712956,-0.031111112,0.077209614,48.1328125,1
3339.5,2350.0,1935.0,1962.0,1914.0,1969.5,0.25805235,0.014291232,-0.001907669,14221.60503,1
4142.0,3402.5,2390.0,2698.0,2884.0,3106.0,0.14293598,0.03706177,-0.07029635,180577.7292,5
1193.5,1161.0,1693.0,1818.0,1662.0,1389.5,-0.07588076,-0.08930034,0.13359314,87.41362847,1
3227.0,2856.0,2056.0,2230.0,2376.0,3013.0,0.034294873,0.11820375,-0.14934199,21976.02561,3
2620.5,2359.5,2087.0,2218.0,2307.0,2659.0,-0.007292357,0.070882,-0.09042444,92756.83377,3
1174.0,1135.0,1592.5,1834.0,1508.0,1231.0,-0.023700623,-0.1011318,0.19673736,75.609375,1
3087.5,2232.5,1442.5,1634.0,1621.5,3472.0,-0.05861727,0.36330616,-0.35996866,10057.66319,0
3857.5,3482.5,2743.0,2880.0,3138.0,3380.0,0.06597582,0.037127953,-0.079872206,20185.96832,5
2658.0,1786.0,1488.0,1644.0,1629.0,3555.0,-0.1443747,0.3715278,-0.3675707,33543.78516,0
5511.0,5038.0,2824.0,3313.0,3712.0,4146.0,0.14134824,0.055230338,-0.11167717,19254.01259,5
3401.0,2840.0,1646.0,1933.333333,1969.0,3746.666667,-0.04836077,0.3110165,-0.31924883,27282.81944,2
5363.5,4399.0,2836.0,3307.0,3737.0,4204.0,0.12119153,0.058808714,-0.11942484,102355.5877,5
5160.0,4481.5,2772.0,3149.0,3487.0,3914.0,0.1373154,0.057694905,-0.108310916,87389.77734,5
2759.0,1957.0,1414.0,1586.0,1479.0,3470.0,-0.11414352,0.4023035,-0.37262657,24732.84028,0
5551.0,4820.0,3068.0,3586.0,4038.0,4564.0,0.097577855,0.06114857,-0.12,170744.513,5
3492.5,2832.0,1716.5,1895.5,2087.0,3183.0,0.04636357,0.20796964,-0.25351974,12667.5395,5
6019.0,5878.0,3655.0,4236.0,4754.0,5118.0,0.080901496,0.036871962,-0.09429121,35457.93924,5
3355.0,3503.0,2520.0,2666.0,2766.0,2926.0,0.06830122,0.028109627,-0.046494994,17440.30729,3
2711.0,1879.666667,1617.25,1825.0,1780.0,3800.2,-0.16728099,0.36203003,-0.35113418,57058.6671,0
4401.5,3957.5,2320.0,2692.0,2968.0,3470.0,0.11833831,0.07797453,-0.1262577,21204.00608,5
3524.0,2635.5,1912.0,1927.0,1917.5,2399.0,0.18993753,0.11154871,-0.10910772,13773.21875,3
2951.0,1995.0,1692.0,1898.0,1833.0,3940.0,-0.14352053,0.3649749,-0.3497773,52936.59375,0
2487.0,1829.75,1299.0,1436.0,1362.0,3008.0,-0.094813466,0.37665904,-0.3537354,15216.76953,0
2771.0,2709.0,2385.0,2538.0,2591.0,2736.0,0.006355547,0.027219823,-0.037542664,128521.3216,3
2444.166667,1774.5,1456.0,1619.625,1532.5,3070.0,-0.11349554,0.33405757,-0.30927312,74457.59939,0
4617.0,3906.0,2736.0,3092.0,3438.0,3824.0,0.09394622,0.053153403,-0.105841525,44299.75217,5
3257.0,3156.0,2040.0,2144.0,2180.0,2600.0,0.11217347,0.087866105,-0.096121415,18775.86372,3
3225.0,3147.0,2186.0,2222.0,2336.0,2478.0,0.1309837,0.0294973,-0.054468084,32098.29557,4
3643.0,3000.0,1750.0,2002.0,2297.0,4018.0,-0.048949223,0.27252573,-0.33488372,25689.53993,2
2524.0,1704.5,1376.0,1586.0,1416.5,3658.5,-0.18350182,0.44177338,-0.3951759,14669.65538,0
1216.0,1155.5,1740.5,1898.5,1696.0,1428.5,-0.08035546,-0.0856137,0.14126842,141.4279514,1
5055.0,4617.0,2573.0,2991.0,3452.0,3867.0,0.133154,0.056701735,-0.12773404,6649.797743,5
1479.0,1356.0,1725.0,2054.0,1733.0,1508.0,-0.009708738,-0.06942302,0.15328467,23276.94618,1
3153.5,3077.0,2075.0,2152.0,2279.0,2552.5,0.105327725,0.05660768,-0.08513126,27271.51085,3
4614.0,3552.75,1729.0,1966.0,2294.5,3439.0,0.14590836,0.19961628,-0.27252543,17769.04427,2
